names,embedding0,embedding1,embedding2,embedding3,embedding4,embedding5,embedding6,embedding7,embedding8,embedding9
CLANNAD,0.060714285714285714,0.21428571428571427,0.03214285714285714,0.02857142857142857,0.3,0.010714285714285714,0.06428571428571428,0.15,0.02142857142857143,0.11785714285714285
LEGO® Star Wars™ - The Complete Saga,0.07598039215686274,0.09803921568627451,0.21568627450980393,0.012254901960784314,0.18627450980392157,0.22794117647058823,0.08088235294117647,0.022058823529411766,0.049019607843137254,0.031862745098039214
STAR WARS™ Empire at War - Gold Pack,0.1821705426356589,0.006459948320413436,0.05167958656330749,0.23772609819121446,0.029715762273901807,0.028423772609819122,0.27906976744186046,0.003875968992248062,0.0103359173126615,0.17054263565891473
Everlasting Summer,0.1827956989247312,0.021505376344086023,0.2007168458781362,0.16487455197132617,0.010752688172043012,0.17204301075268819,0.06451612903225806,0.007168458781362007,0.14336917562724014,0.03225806451612903
NEKOPARA Vol. 1,0.10526315789473684,0.016333938294010888,0.003629764065335753,0.009074410163339383,0.2540834845735027,0.018148820326678767,0.24319419237749546,0.2885662431941924,0.014519056261343012,0.047186932849364795
Finding Paradise,0.08530805687203792,0.014218009478672985,0.24881516587677724,0.04265402843601896,0.27488151658767773,0.023696682464454975,0.061611374407582936,0.12559241706161137,0.035545023696682464,0.08767772511848342
HuniePop,0.10429447852760736,0.11042944785276074,0.012269938650306749,0.05521472392638037,0.09815950920245399,0.04294478527607362,0.12883435582822086,0.3803680981595092,0.03067484662576687,0.03680981595092025
Keep Talking and Nobody Explodes,0.05643564356435644,0.013861386138613862,0.009900990099009901,0.02277227722772277,0.0039603960396039604,0.2871287128712871,0.007920792079207921,0.020792079207920793,0.2881188118811881,0.2891089108910891
Besiege,0.049944506104328525,0.09433962264150944,0.06104328523862375,0.32519422863485015,0.022197558268590455,0.011098779134295227,0.0011098779134295228,0.27192008879023305,0.0244173140954495,0.13873473917869034
Batman: Arkham Asylum Game of the Year Edition,0.012307692307692308,0.010769230769230769,0.10153846153846154,0.24769230769230768,0.11692307692307692,0.1276923076923077,0.02,0.27692307692307694,0.023076923076923078,0.06307692307692307
Eternal Senia,0.26150121065375304,0.04116222760290557,0.014527845036319613,0.04600484261501211,0.08232445520581114,0.25181598062953997,0.1234866828087167,0.031476997578692496,0.021791767554479417,0.12590799031476999
Trine 2: Complete Story,0.19111111111111112,0.28444444444444444,0.05333333333333334,0.27111111111111114,0.022222222222222223,0.0044444444444444444,0.035555555555555556,0.02666666666666667,0.07111111111111111,0.04
Plants vs. Zombies GOTY Edition,0.023752969121140142,0.030878859857482184,0.040380047505938245,0.004750593824228029,0.21377672209026127,0.05938242280285035,0.1543942992874109,0.2992874109263658,0.007125890736342043,0.166270783847981
Downwell,0.1043956043956044,0.12637362637362637,0.14285714285714285,0.005494505494505495,0.09706959706959707,0.27106227106227104,0.0018315018315018315,0.1575091575091575,0.009157509157509158,0.08424908424908426
Fran Bow,0.001392757660167131,0.04456824512534819,0.23676880222841226,0.181058495821727,0.1573816155988858,0.04735376044568245,0.008356545961002786,0.006963788300835654,0.10724233983286909,0.20891364902506965
Black Mesa,0.010638297872340425,0.006382978723404255,0.32340425531914896,0.13404255319148936,0.031914893617021274,0.02553191489361702,0.00425531914893617,0.10425531914893617,0.3127659574468085,0.04680851063829787
Hollow Knight,0.006787330316742082,0.01583710407239819,0.17420814479638008,0.00904977375565611,0.25565610859728505,0.11538461538461539,0.04524886877828054,0.038461538461538464,0.17194570135746606,0.167420814479638
Hook,0.2267156862745098,0.15441176470588236,0.22303921568627452,0.006127450980392157,0.013480392156862746,0.00980392156862745,0.00857843137254902,0.30392156862745096,0.014705882352941176,0.0392156862745098
Ultimate Chicken Horse,0.049217002237136466,0.09395973154362416,0.013422818791946308,0.0044742729306487695,0.2639821029082774,0.22595078299776286,0.27740492170022374,0.008948545861297539,0.03803131991051454,0.024608501118568233
Ori and the Blind Forest: Definitive Edition,0.07249466950959488,0.01279317697228145,0.0042643923240938165,0.02771855010660981,0.15778251599147122,0.042643923240938165,0.16204690831556504,0.08955223880597014,0.39658848614072495,0.03411513859275053
Undertale,0.014634146341463415,0.11219512195121951,0.041463414634146344,0.1975609756097561,0.15121951219512195,0.12926829268292683,0.1,0.08048780487804878,0.13658536585365855,0.036585365853658534
Portal,0.1337719298245614,0.015350877192982455,0.08771929824561403,0.07675438596491228,0.3026315789473684,0.06359649122807018,0.017543859649122806,0.10964912280701754,0.006578947368421052,0.18640350877192982
Garry's Mod,0.03203342618384401,0.05988857938718663,0.0403899721448468,0.001392757660167131,0.005571030640668524,0.033426183844011144,0.40947075208913647,0.002785515320334262,0.41086350974930363,0.004178272980501393
Rabi-Ribi,0.0018796992481203006,0.06578947368421052,0.03195488721804511,0.005639097744360902,0.020676691729323307,0.4680451127819549,0.011278195488721804,0.06390977443609022,0.08834586466165413,0.2424812030075188
Princess Remedy in a World of Hurt,0.0022471910112359553,0.01348314606741573,0.3325842696629214,0.035955056179775284,0.02247191011235955,0.11235955056179775,0.04044943820224719,0.05393258426966292,0.1146067415730337,0.27191011235955054
Stronghold Crusader HD,0.11648079306071871,0.2577447335811648,0.15117719950433706,0.026022304832713755,0.12763320941759604,0.024783147459727387,0.007434944237918215,0.13878562577447337,0.12143742255266418,0.028500619578686492
TY the Tasmanian Tiger,0.021164021164021163,0.047619047619047616,0.044444444444444446,0.056084656084656084,0.31322751322751324,0.0010582010582010583,0.3142857142857143,0.042328042328042326,0.1544973544973545,0.005291005291005291
STEINS;GATE,0.006036217303822937,0.01609657947686117,0.096579476861167,0.11670020120724346,0.4124748490945674,0.06639839034205232,0.12474849094567404,0.11267605633802817,0.018108651911468814,0.030181086519114688
Danganronpa: Trigger Happy Havoc,0.3785557986870897,0.028446389496717725,0.18599562363238512,0.08096280087527352,0.02188183807439825,0.03938730853391685,0.06564551422319474,0.05470459518599562,0.0087527352297593,0.13566739606126915
Danganronpa 2: Goodbye Despair,0.0364963503649635,0.031630170316301706,0.019464720194647202,0.09975669099756691,0.043795620437956206,0.15085158150851583,0.024330900243309004,0.1362530413625304,0.17518248175182483,0.2822384428223844
S.T.A.L.K.E.R.: Call of Pripyat,0.030303030303030304,0.08225108225108226,0.032467532467532464,0.13636363636363635,0.08658008658008658,0.006493506493506494,0.0670995670995671,0.025974025974025976,0.06060606060606061,0.47186147186147187
Shadow Tactics: Blades of the Shogun,0.35664335664335667,0.28438228438228436,0.02564102564102564,0.10256410256410256,0.018648018648018648,0.1048951048951049,0.05827505827505827,0.006993006993006993,0.011655011655011656,0.030303030303030304
Half-Life 2: Episode Two,0.012364760432766615,0.0973724884080371,0.2704791344667697,0.0077279752704791345,0.23338485316846985,0.10819165378670788,0.20865533230293662,0.02009273570324575,0.023183925811437404,0.01854714064914992
NEKOPARA Vol. 2,0.16638655462184873,0.0033613445378151263,0.010084033613445379,0.2672268907563025,0.013445378151260505,0.030252100840336135,0.23529411764705882,0.043697478991596636,0.22521008403361345,0.005042016806722689
Iron Snout,0.2691588785046729,0.04672897196261682,0.08224299065420561,0.10654205607476636,0.016822429906542057,0.12897196261682242,0.2560747663551402,0.03177570093457944,0.020560747663551402,0.041121495327102804
The Room Two,0.0021141649048625794,0.10570824524312897,0.3150105708245243,0.06976744186046512,0.346723044397463,0.02959830866807611,0.014799154334038054,0.019027484143763214,0.08668076109936575,0.010570824524312896
Factorio,0.043052837573385516,0.11545988258317025,0.01761252446183953,0.011741682974559686,0.07436399217221135,0.0019569471624266144,0.03718199608610567,0.04500978473581213,0.2720156555772994,0.3816046966731898
Epic Battle Fantasy 5,0.001669449081803005,0.00333889816360601,0.01001669449081803,0.045075125208681135,0.05676126878130217,0.32387312186978295,0.2337228714524207,0.09015025041736227,0.22036727879799667,0.015025041736227046
Slime Rancher,0.03225806451612903,0.12186379928315412,0.2831541218637993,0.007168458781362007,0.017921146953405017,0.15053763440860216,0.17562724014336917,0.0931899641577061,0.014336917562724014,0.1039426523297491
Bit Blaster XL,0.06382978723404255,0.013297872340425532,0.0026595744680851063,0.3058510638297872,0.08244680851063829,0.02925531914893617,0.06648936170212766,0.11170212765957446,0.12234042553191489,0.20212765957446807
Divinity: Original Sin 2 - Definitive Edition,0.1810918774966711,0.03462050599201065,0.303595206391478,0.085219707057257,0.07723035952063914,0.013315579227696404,0.13715046604527298,0.05059920106524634,0.02796271637816245,0.08921438082556592
Hidden Folks,0.07928118393234672,0.04439746300211417,0.017970401691331923,0.1331923890063425,0.003171247357293869,0.10887949260042283,0.23890063424947147,0.31606765327695563,0.052854122621564484,0.005285412262156448
VA-11 Hall-A: Cyberpunk Bartender Action,0.012949640287769784,0.08920863309352518,0.004316546762589928,0.4316546762589928,0.33093525179856115,0.008633093525179856,0.03884892086330935,0.02446043165467626,0.014388489208633094,0.04460431654676259
S.T.A.L.K.E.R.: Shadow of Chernobyl,0.014598540145985401,0.0010427528675703858,0.04171011470281543,0.31386861313868614,0.03962460896767466,0.0031282586027111575,0.03232533889468196,0.2273201251303441,0.3149113660062565,0.011470281543274244
"Hot Dogs, Horseshoes & Hand Grenades",0.003194888178913738,0.01597444089456869,0.15495207667731628,0.001597444089456869,0.09744408945686901,0.29233226837060705,0.022364217252396165,0.31309904153354634,0.012779552715654952,0.08626198083067092
The Room Three,0.0014044943820224719,0.21067415730337077,0.20926966292134833,0.021067415730337078,0.009831460674157303,0.05758426966292135,0.07162921348314606,0.046348314606741575,0.35252808988764045,0.019662921348314606
Oxygen Not Included,0.043121149897330596,0.19096509240246407,0.004106776180698152,0.06365503080082136,0.061601642710472276,0.04106776180698152,0.022587268993839837,0.10061601642710473,0.006160164271047228,0.46611909650924027
Katana ZERO,0.055345911949685536,0.013836477987421384,0.07169811320754717,0.0012578616352201257,0.27044025157232704,0.06666666666666667,0.23647798742138365,0.04025157232704402,0.2050314465408805,0.0389937106918239
Total War: MEDIEVAL II – Definitive Edition,0.04896907216494845,0.16494845360824742,0.13788659793814434,0.24097938144329897,0.05154639175257732,0.029639175257731958,0.005154639175257732,0.03608247422680412,0.006443298969072165,0.27835051546391754
Mount & Blade: Warband,0.404,0.0013333333333333333,0.12933333333333333,0.018666666666666668,0.14933333333333335,0.06,0.030666666666666665,0.15866666666666668,0.04533333333333334,0.0026666666666666666
klocki,0.3559077809798271,0.007204610951008645,0.011527377521613832,0.01585014409221902,0.01729106628242075,0.3573487031700288,0.0893371757925072,0.07492795389048991,0.023054755043227664,0.04755043227665706
Left 4 Dead,0.03636363636363636,0.18181818181818182,0.0025974025974025974,0.02077922077922078,0.007792207792207792,0.16883116883116883,0.0987012987012987,0.2961038961038961,0.11948051948051948,0.06753246753246753
Celeste,0.017114914425427872,0.007334963325183374,0.04156479217603912,0.009779951100244499,0.22493887530562348,0.019559902200488997,0.1295843520782396,0.18092909535452323,0.07334963325183375,0.29584352078239606
Totally Accurate Battle Simulator,0.10129310344827586,0.14439655172413793,0.07327586206896551,0.03879310344827586,0.01939655172413793,0.1336206896551724,0.008620689655172414,0.2413793103448276,0.2025862068965517,0.036637931034482756
Zup! X,0.15804597701149425,0.017241379310344827,0.1752873563218391,0.21551724137931033,0.0028735632183908046,0.14367816091954022,0.014367816091954023,0.04885057471264368,0.16379310344827586,0.0603448275862069
Glass Masquerade,0.0,0.06467661691542288,0.2736318407960199,0.04477611940298507,0.009950248756218905,0.03980099502487562,0.024875621890547265,0.5074626865671642,0.004975124378109453,0.029850746268656716
Streets of Rogue,0.023752969121140142,0.15201900237529692,0.19477434679334918,0.011876484560570071,0.1021377672209026,0.014251781472684086,0.2042755344418052,0.1163895486935867,0.07600950118764846,0.10451306413301663
DUSK,0.0897571277719113,0.004223864836325237,0.042238648363252376,0.0010559662090813093,0.008447729672650475,0.13199577613516367,0.21013727560718057,0.09398099260823653,0.15205913410770855,0.26610348468849
Satisfactory,0.01048951048951049,0.08041958041958042,0.07342657342657342,0.17132867132867133,0.4090909090909091,0.08741258741258741,0.006993006993006993,0.04895104895104895,0.0034965034965034965,0.10839160839160839
Just Shapes & Beats,0.0018115942028985507,0.15942028985507245,0.11594202898550725,0.07789855072463768,0.012681159420289856,0.38768115942028986,0.10326086956521739,0.08514492753623189,0.018115942028985508,0.03804347826086957
Sally Face - Episode One,0.0136986301369863,0.2328767123287671,0.08113804004214963,0.11064278187565858,0.08851422550052687,0.18651211801896733,0.18124341412012646,0.006322444678609062,0.009483667017913594,0.08956796628029505
Half-Life: Alyx,0.05132450331125828,0.013245033112582781,0.16887417218543047,0.004966887417218543,0.25165562913907286,0.2913907284768212,0.054635761589403975,0.10264900662251655,0.008278145695364239,0.052980132450331126
Deep Rock Galactic,0.30104321907600595,0.005961251862891207,0.046199701937406856,0.029806259314456036,0.06110283159463487,0.3353204172876304,0.03278688524590164,0.13859910581222057,0.011922503725782414,0.037257824143070044
Left 4 Dead 2,0.06570841889117043,0.2053388090349076,0.13963039014373715,0.07802874743326489,0.1437371663244353,0.002053388090349076,0.006160164271047228,0.13141683778234087,0.0944558521560575,0.13347022587268995
Saints Row: The Third,0.0017985611510791368,0.008992805755395683,0.04316546762589928,0.02158273381294964,0.3597122302158273,0.046762589928057555,0.00539568345323741,0.37050359712230213,0.11330935251798561,0.02877697841726619
My Friend Pedro,0.05785123966942149,0.09421487603305785,0.01652892561983471,0.02975206611570248,0.3074380165289256,0.009917355371900827,0.23801652892561984,0.10082644628099173,0.1256198347107438,0.019834710743801654
Gorogoa,0.1664050235478807,0.009419152276295133,0.01098901098901099,0.07535321821036106,0.058084772370486655,0.007849293563579277,0.04709576138147567,0.16483516483516483,0.15855572998430142,0.30141287284144425
Opus Magnum,0.3578336557059961,0.0019342359767891683,0.009671179883945842,0.11411992263056092,0.31721470019342357,0.05415860735009671,0.02127659574468085,0.01160541586073501,0.017408123791102514,0.09477756286266925
Batman: Arkham City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855
Dead Cells,0.002751031636863824,0.16368638239339753,0.41815680880330125,0.048143053645116916,0.001375515818431912,0.011004126547455296,0.06740027510316368,0.15543328748280605,0.013755158184319119,0.11829436038514443
Clone Drone in the Danger Zone,0.030894308943089432,0.03577235772357724,0.07317073170731707,0.2861788617886179,0.02926829268292683,0.01788617886178862,0.04065040650406504,0.13821138211382114,0.06991869918699187,0.2780487804878049
West of Loathing,0.08559201141226819,0.007132667617689016,0.018544935805991442,0.20256776034236804,0.15263908701854492,0.18972895863052783,0.008559201141226819,0.19400855920114124,0.0884450784593438,0.052781740370898715
Zup! F,0.005934718100890208,0.03857566765578635,0.22255192878338279,0.1632047477744807,0.017804154302670624,0.16913946587537093,0.18100890207715134,0.002967359050445104,0.14836795252225518,0.050445103857566766
NEKOPARA Vol. 3,0.012135922330097087,0.1407766990291262,0.0048543689320388345,0.019417475728155338,0.32524271844660196,0.014563106796116505,0.024271844660194174,0.007281553398058253,0.11165048543689321,0.33980582524271846
Desperados III,0.013986013986013986,0.1958041958041958,0.07867132867132867,0.07692307692307693,0.0034965034965034965,0.043706293706293704,0.32867132867132864,0.005244755244755245,0.008741258741258742,0.24475524475524477
Zup! S,0.005934718100890208,0.03857566765578635,0.017804154302670624,0.18100890207715134,0.1632047477744807,0.002967359050445104,0.22255192878338279,0.14836795252225518,0.16913946587537093,0.050445103857566766
Portal 2,0.06605922551252848,0.009111617312072893,0.05011389521640091,0.13895216400911162,0.2847380410022779,0.07061503416856492,0.3143507972665148,0.018223234624145785,0.04100227790432802,0.00683371298405467
Beat Saber,0.25347912524850896,0.011928429423459244,0.003976143141153081,0.16600397614314116,0.1749502982107356,0.061630218687872766,0.23757455268389663,0.048707753479125246,0.008946322067594433,0.032803180914512925
planetarian HD,0.006726457399103139,0.0515695067264574,0.2757847533632287,0.21524663677130046,0.15695067264573992,0.01569506726457399,0.002242152466367713,0.03811659192825112,0.11659192825112108,0.1210762331838565
Risk of Rain 2,0.09772727272727273,0.025,0.056818181818181816,0.004545454545454545,0.10227272727272728,0.0022727272727272726,0.40454545454545454,0.11136363636363636,0.011363636363636364,0.18409090909090908
Ravenfield,0.23923444976076555,0.004784688995215311,0.050239234449760764,0.15550239234449761,0.145933014354067,0.05502392344497608,0.23205741626794257,0.09090909090909091,0.019138755980861243,0.007177033492822967
Mirror,0.08,0.005,0.085,0.035,0.065,0.015,0.01,0.54,0.12,0.045
Return of the Obra Dinn,0.04713493530499076,0.012939001848428836,0.28373382624768945,0.010166358595194085,0.048983364140480594,0.04066543438077634,0.2846580406654344,0.013863216266173753,0.10720887245841035,0.15064695009242143
Bloodstained: Ritual of the Night,0.16642120765832105,0.45508100147275404,0.044182621502209134,0.0014727540500736377,0.13402061855670103,0.008836524300441826,0.07658321060382917,0.016200294550810016,0.07952871870397643,0.017673048600883652
Doki Doki Literature Club!,0.004424778761061947,0.022123893805309734,0.1415929203539823,0.19469026548672566,0.008849557522123894,0.2743362831858407,0.23893805309734514,0.061946902654867256,0.03982300884955752,0.01327433628318584
Half-Life,0.015533980582524271,0.33980582524271846,0.005825242718446602,0.07766990291262135,0.07378640776699029,0.12815533980582525,0.1029126213592233,0.062135922330097085,0.17281553398058253,0.021359223300970873
Aim Lab,0.010575793184488837,0.13396004700352526,0.36427732079905994,0.0035252643948296123,0.07638072855464159,0.01410105757931845,0.012925969447708578,0.06698002350176263,0.13513513513513514,0.18213866039952997
The Elder Scrolls V: Skyrim,0.15176470588235294,0.00823529411764706,0.0058823529411764705,0.03294117647058824,0.30117647058823527,0.009411764705882352,0.16,0.1223529411764706,0.052941176470588235,0.15529411764705883
Superflight,0.3815950920245399,0.024539877300613498,0.03680981595092025,0.07484662576687116,0.08466257668711656,0.14478527607361963,0.06993865030674846,0.02822085889570552,0.1411042944785276,0.013496932515337423
FIVE NIGHTS AT FREDDY'S: HELP WANTED,0.176056338028169,0.056338028169014086,0.07746478873239436,0.09154929577464789,0.04929577464788732,0.014084507042253521,0.14788732394366197,0.07042253521126761,0.02112676056338028,0.29577464788732394
Baba Is You,0.020023557126030624,0.007067137809187279,0.29917550058892817,0.3674911660777385,0.005889281507656066,0.01060070671378092,0.08833922261484099,0.009422850412249705,0.0624263839811543,0.12956419316843346
Phasmophobia,0.05660377358490566,0.10259433962264151,0.2028301886792453,0.05778301886792453,0.2417452830188679,0.0023584905660377358,0.07900943396226415,0.0047169811320754715,0.07665094339622641,0.17570754716981132
Touhou Tenkuushou ~ Hidden Star in Four Seasons.,0.008982035928143712,0.05089820359281437,0.38323353293413176,0.010479041916167664,0.38772455089820357,0.040419161676646706,0.005988023952095809,0.01347305389221557,0.06287425149700598,0.03592814371257485
Rhythm Doctor,0.030726256983240222,0.34916201117318435,0.13687150837988826,0.019553072625698324,0.0111731843575419,0.002793296089385475,0.008379888268156424,0.1787709497206704,0.01675977653631285,0.24581005586592178
Phoenix Wright: Ace Attorney Trilogy,0.011574074074074073,0.04282407407407408,0.046296296296296294,0.29976851851851855,0.020833333333333332,0.2349537037037037,0.006944444444444444,0.25462962962962965,0.07175925925925926,0.010416666666666666
Dungeon Munchies,0.001364256480218281,0.040927694406548434,0.047748976807639835,0.1009549795361528,0.02455661664392906,0.11050477489768076,0.42701227830832195,0.015006821282401092,0.14188267394270124,0.09004092769440655
missed messages.,0.023696682464454975,0.04265402843601896,0.03317535545023697,0.10900473933649289,0.004739336492890996,0.07109004739336493,0.2938388625592417,0.037914691943127965,0.12796208530805686,0.2559241706161137
Sekiro™: Shadows Die Twice - GOTY Edition,0.0125,0.06875,0.2390625,0.1765625,0.1859375,0.0078125,0.025,0.05,0.0640625,0.1703125
Touhou Luna Nights,0.5826558265582655,0.04607046070460705,0.20596205962059622,0.01084010840108401,0.07317073170731707,0.051490514905149054,0.008130081300813009,0.0027100271002710027,0.005420054200542005,0.013550135501355014
Nova Drift,0.140625,0.3454861111111111,0.010416666666666666,0.008680555555555556,0.0920138888888889,0.1232638888888889,0.001736111111111111,0.18055555555555555,0.08159722222222222,0.015625
Ultimate Custom Night,0.006211180124223602,0.11490683229813664,0.012422360248447204,0.10248447204968944,0.021739130434782608,0.024844720496894408,0.19254658385093168,0.422360248447205,0.031055900621118012,0.07142857142857142
Noita,0.1445672191528545,0.02578268876611418,0.0055248618784530384,0.1141804788213628,0.2302025782688766,0.06077348066298342,0.07826887661141804,0.017495395948434623,0.23941068139963168,0.08379373848987108
Resident Evil 2,0.1888412017167382,0.030042918454935622,0.17167381974248927,0.1072961373390558,0.1759656652360515,0.05150214592274678,0.11158798283261803,0.012875536480686695,0.10300429184549356,0.04721030042918455
BioShock Infinite,0.0037174721189591076,0.006195786864931847,0.18711276332094176,0.03841387856257745,0.19578686493184635,0.042131350681536554,0.03965303593556382,0.1970260223048327,0.01982651796778191,0.2701363073110285
Valheim,0.025878003696857672,0.24029574861367836,0.0027726432532347504,0.2911275415896488,0.014787430683918669,0.04528650646950092,0.0036968576709796672,0.0018484288354898336,0.0822550831792976,0.2920517560073937
Sid Meier's Civilization® V,0.054245283018867926,0.025943396226415096,0.07665094339622641,0.1945754716981132,0.375,0.04481132075471698,0.027122641509433963,0.04716981132075472,0.00589622641509434,0.14858490566037735
NEKOPARA Extra,0.06727037516170763,0.01164294954721863,0.00129366106080207,0.009055627425614488,0.00258732212160414,0.12807244501940493,0.2716688227684347,0.18111254851228978,0.00517464424320828,0.3221216041397154
Cube Escape: Paradox,0.0802675585284281,0.02508361204013378,0.013377926421404682,0.011705685618729096,0.010033444816053512,0.008361204013377926,0.06856187290969899,0.1454849498327759,0.4197324414715719,0.21739130434782608
Supreme Commander: Forged Alliance,0.15891472868217055,0.14728682170542637,0.268733850129199,0.00516795865633075,0.05555555555555555,0.05167958656330749,0.12015503875968993,0.006459948320413436,0.003875968992248062,0.1821705426356589
Unheard,0.08905380333951762,0.012987012987012988,0.027829313543599257,0.0018552875695732839,0.014842300556586271,0.0686456400742115,0.011131725417439703,0.20408163265306123,0.09276437847866419,0.47680890538033394
Monster Girl Island: Prologue,0.01195219123505976,0.055776892430278883,0.00398406374501992,0.06772908366533864,0.13545816733067728,0.027888446215139442,0.00796812749003984,0.13147410358565736,0.11553784860557768,0.44223107569721115
Bloons TD 6,0.5489130434782609,0.059782608695652176,0.05434782608695652,0.02717391304347826,0.1358695652173913,0.021739130434782608,0.09239130434782608,0.010869565217391304,0.03260869565217391,0.016304347826086956
Backbone: Prologue,0.05346820809248555,0.001445086705202312,0.011560693641618497,0.0072254335260115606,0.21820809248554912,0.23410404624277456,0.26878612716763006,0.06936416184971098,0.059248554913294796,0.07658959537572255
